Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
BTC_NGN,CHECKED,01:09:41,,CHECKED,06:44:14,,CHECKED,09:03:07,,SKIPPED,,,CHECKED,13:03:41,,CHECKED,14:56:55,,CHECKED,18:09:07,,$2198.15M / $2198.15M
USDT_NGN,CHECKED,01:09:41,A2:HIGH,CHECKED,06:44:14,,CHECKED,09:03:07,A2:HIGH,SKIPPED,,,CHECKED,13:03:41,,CHECKED,14:56:55,,CHECKED,18:09:07,A2:HIGH,$1128.94M / $1544.03M
ETH_NGN,CHECKED,01:09:41,,CHECKED,06:44:14,,CHECKED,09:03:07,,CHECKED,12:46:18,,CHECKED,13:03:41,,CHECKED,14:56:55,,CHECKED,18:09:07,,$926.35M / $926.35M
TRX_NGN,CHECKED,01:09:41,,CHECKED,06:44:14,,SKIPPED,,,SKIPPED,,,CHECKED,13:03:41,,CHECKED,14:56:55,,CHECKED,18:09:07,,$699.88M / $699.88M
XRP_NGN,CHECKED,01:09:41,,SKIPPED,,,CHECKED,09:03:07,,SKIPPED,,,CHECKED,13:03:41,,CHECKED,14:56:55,,SKIPPED,,,$113.00M / $113.00M
DASH_NGN,CHECKED,01:09:41,,CHECKED,06:44:14,,CHECKED,09:03:07,,CHECKED,12:46:18,,CHECKED,13:03:41,,CHECKED,14:56:55,,CHECKED,18:09:07,,$29.16M / $29.16M
LTC_NGN,CHECKED,01:09:41,,CHECKED,06:44:14,,CHECKED,09:03:07,,CHECKED,12:46:18,,CHECKED,13:03:41,,CHECKED,14:56:55,,SKIPPED,,,$105.62M / $105.62M
SOL_NGN,CHECKED,01:09:41,,CHECKED,06:44:14,,SKIPPED,,,CHECKED,12:46:18,,CHECKED,13:03:41,,CHECKED,14:56:55,,CHECKED,18:09:07,,$137.35M / $137.35M
USDC_NGN,CHECKED,01:09:41,A2:HIGH,CHECKED,06:44:14,A2:HIGH,CHECKED,09:03:07,,SKIPPED,,,CHECKED,13:03:41,A2:HIGH,CHECKED,14:56:55,A2:HIGH,CHECKED,18:09:07,A2:HIGH,$1137.43M / $1442.18M
USDT_GHS,CHECKED,01:09:41,,CHECKED,06:44:14,,CHECKED,09:03:07,,CHECKED,12:46:18,,CHECKED,13:03:41,,CHECKED,14:56:55,,CHECKED,18:09:07,,$2.78M / $3.70M
