Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
ZKSync_USDT,CHECKED,02:41:17,A4:MEDIUM,CHECKED,08:14:56,A4:MEDIUM,CHECKED,08:53:52,A4:MEDIUM,CHECKED,12:02:02,A4:MEDIUM,CHECKED,12:27:01,A4:MEDIUM,CHECKED,13:17:46,A4:MEDIUM,CHECKED,15:05:43,A4:MEDIUM,$1.9K / $2.1K
BTC_NGN,CHECKED,02:41:17,,CHECKED,08:14:56,,CHECKED,08:53:52,,SKIPPED,,,CHECKED,12:27:01,,CHECKED,13:17:46,,CHECKED,15:05:43,,$2158.57M / $2158.57M
USDT_NGN,CHECKED,02:41:17,A2:HIGH,CHECKED,08:14:56,A2:HIGH,CHECKED,08:53:52,A2:HIGH,CHECKED,12:02:02,A2:HIGH,CHECKED,12:27:01,A2:HIGH,SKIPPED,,,CHECKED,15:05:43,,$1640.23M / $2317.59M
ETH_NGN,CHECKED,02:41:17,,CHECKED,08:14:56,,CHECKED,08:53:52,,CHECKED,12:02:02,,CHECKED,12:27:01,,CHECKED,13:17:46,,CHECKED,15:05:43,,$934.11M / $934.11M
TRX_NGN,CHECKED,02:41:17,,CHECKED,08:14:56,,CHECKED,08:53:52,,CHECKED,12:02:02,,SKIPPED,,,CHECKED,13:17:46,,CHECKED,15:05:43,,$630.43M / $630.43M
XRP_NGN,CHECKED,02:41:17,,CHECKED,08:14:56,,CHECKED,08:53:52,,CHECKED,12:02:02,,SKIPPED,,,SKIPPED,,,CHECKED,15:05:43,,$112.13M / $112.13M
DASH_NGN,CHECKED,02:41:17,,CHECKED,08:14:56,,WARNING,08:53:52,A3:CRITICAL|A2:HIGH,CHECKED,12:02:02,,CHECKED,12:27:01,,CHECKED,13:17:46,,CHECKED,15:05:43,,$26.07M / $26.07M
LTC_NGN,CHECKED,02:41:17,,CHECKED,08:14:56,,CHECKED,08:53:52,,CHECKED,12:02:02,,CHECKED,12:27:01,,CHECKED,13:17:46,,CHECKED,15:05:43,,$145.47M / $145.47M
SOL_NGN,CHECKED,02:41:17,,CHECKED,08:14:56,,CHECKED,08:53:52,,CHECKED,12:02:02,,CHECKED,12:27:01,,CHECKED,13:17:46,,SKIPPED,,,$96.63M / $96.63M
USDC_NGN,CHECKED,02:41:17,A2:HIGH,CHECKED,08:14:56,A2:HIGH,CHECKED,08:53:52,A2:HIGH,CHECKED,12:02:02,A2:HIGH,CHECKED,12:27:01,A2:HIGH,CHECKED,13:17:46,A2:HIGH,CHECKED,15:05:43,A2:HIGH,$3052.59M / $3052.59M
USDT_GHS,CHECKED,02:41:17,,CHECKED,08:14:56,,CHECKED,08:53:52,,CHECKED,12:02:02,,CHECKED,12:27:01,,CHECKED,13:17:46,,SKIPPED,,,$4.01M / $5.19M
